,Symbol,Name,Sector,Industry,Type
2219,KTCC,Key Tronic Corporation Common Stock,Technology,Computer peripheral equipment,EQUITY
2220,KTF,DWS Municipal Income Trust,Finance,Finance Companies,EQUITY
2221,KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Investment Managers,EQUITY
2222,KTOS,Kratos Defense & Security Solutions Inc. Common Stock,Consumer Discretionary,Ordnance And Accessories,EQUITY
2223,KTRA,Kintara Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2224,KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2225,KURA,Kura Oncology Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2226,KVHI,KVH Industries Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,EQUITY
2227,KW,Kennedy-Wilson Holdings Inc. Common Stock,Real Estate,Real Estate,EQUITY
2228,KWR,Quaker Houghton Common Stock,Industrials,Automotive Aftermarket,EQUITY
2229,KYMR,Kymera Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2230,KYN,Kayne Anderson Energy Infrastructure Fund Inc.,Finance,Finance/Investors Services,EQUITY
2231,KZR,Kezar Life Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2232,L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers,EQUITY
2233,LAB,Standard BioTools Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,EQUITY
2234,LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,EQUITY
2235,LAMR,Lamar Advertising Company Class A Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2236,LANC,Lancaster Colony Corporation Common Stock,Consumer Staples,Packaged Foods,EQUITY
2237,LAND,Gladstone Land Corporation Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2238,LANDM,Gladstone Land Corporation 5.00% Series D Cumulative Term Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2239,LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2240,LARK,Landmark Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
2241,LASE,Laser Photonics Corporation Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2242,LASR,nLIGHT Inc. Common Stock,Technology,Semiconductors,EQUITY
2243,LATG,LatAmGrowth SPAC Class A Ordinary Shares,Finance,Blank Checks,EQUITY
2244,LATGU,LatAmGrowth SPAC Unit,Finance,Blank Checks,EQUITY
2245,LAUR,Laureate Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,EQUITY
2246,LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2247,LAZR,Luminar Technologies Inc.  Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2248,LBPH,Longboard Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2249,LBRDA,Liberty Broadband Corporation Class A Common Stock,Consumer Discretionary,Telecommunications Equipment,EQUITY
2250,LBRDK,Liberty Broadband Corporation Class C Common Stock,Consumer Discretionary,Telecommunications Equipment,EQUITY
2251,LBRDP,Liberty Broadband Corporation Series A Cumulative Redeemable Preferred Stock,Consumer Discretionary,Telecommunications Equipment,EQUITY
2252,LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment,EQUITY
2253,LC,LendingClub Corporation Common Stock,Finance,Finance Companies,EQUITY
2254,LCID,Lucid Group Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
2255,LCII,LCI Industries,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2256,LCNB,LCNB Corporation Common Stock,Finance,Major Banks,EQUITY
2257,LCTX,Lineage Cell Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2258,LCUT,Lifetime Brands Inc. Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
2259,LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services,EQUITY
2260,LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,Finance,Finance Companies,EQUITY
2261,LE,Lands' End Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,EQUITY
2262,LEA,Lear Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2263,LECO,Lincoln Electric Holdings Inc. Common Shares,Industrials,Industrial Machinery/Components,EQUITY
2264,LEE,Lee Enterprises Incorporated Common Stock,Consumer Discretionary,Newspapers/Magazines,EQUITY
2265,LEG,Leggett & Platt Incorporated Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
2266,LEGH,Legacy Housing Corporation Common Stock (TX),Consumer Discretionary,Homebuilding,EQUITY
2267,LEGN,Legend Biotech Corporation American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2268,LEN,Lennar Corporation Class A Common Stock,Real Estate,Building operators,EQUITY
2269,LEO,BNY Mellon Strategic Municipals Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2270,LESL,Leslie's Inc. Common Stock,Miscellaneous,Diversified Commercial Services,EQUITY
2271,LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,Industrial Specialties,EQUITY
2272,LEXX,Lexaria Bioscience Corp. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2273,LFCR,Lifecore Biomedical Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2274,LFLY,Leafly Holdings Inc. Common Stock,Consumer Staples,Retail-Drug Stores and Proprietary Stores,EQUITY
2275,LFMD,LifeMD Inc. Common Stock,Miscellaneous,Diversified Commercial Services,EQUITY
2276,LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,Miscellaneous,Diversified Commercial Services,EQUITY
2277,LFST,LifeStance Health Group Inc. Common Stock,Health Care,Hospital/Nursing Management,EQUITY
2278,LFT,Lument Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2279,LFUS,Littelfuse Inc. Common Stock,Technology,Electronic Components,EQUITY
2280,LFVN,Lifevantage Corporation Common Stock (Delaware),Consumer Staples,Farming/Seeds/Milling,EQUITY
2281,LGIH,LGI Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,EQUITY
2282,LGL,LGL Group Inc. (The) Common Stock,Technology,Industrial Machinery/Components,EQUITY
2283,LGMK,LogicMark Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
2284,LGND,Ligand Pharmaceuticals Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2285,LGVN,Longeveron Inc. Class A Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2286,LH,Laboratory Corporation of America Holdings Common Stock,Health Care,Medical Specialities,EQUITY
2287,LHX,L3Harris Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2288,LIAN,LianBio American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2289,LIBY,Liberty Resources Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2290,LIDR,AEye Inc. Class A Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2291,LIDRW,AEye Inc. Warrant,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2292,LIFE,aTyr Pharma Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2293,LIFW,MSP Recovery Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2294,LIFWW,MSP Recovery Inc. Warrant,Technology,Computer Software: Prepackaged Software,EQUITY
2295,LII,Lennox International Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2296,LILA,Liberty Latin America Ltd. Class A Common Stock,Telecommunications,Cable & Other Pay Television Services,EQUITY
2297,LILAK,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,Cable & Other Pay Television Services,EQUITY
2298,LINC,Lincoln Educational Services Corporation Common Stock,Consumer Discretionary,Service to the Health Industry,EQUITY
2299,LINK,Interlink Electronics Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
2300,LION,Lionheart III Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2301,LIPO,Lipella Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2302,LITE,Lumentum Holdings Inc. Common Stock,Technology,Computer peripheral equipment,EQUITY
2303,LIVE,Live Ventures Incorporated Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
2304,LIXT,Lixte Biotechnology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2305,LIXTW,Lixte Biotechnology Holdings Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2306,LKFN,Lakeland Financial Corporation Common Stock,Finance,Major Banks,EQUITY
2307,LKQ,LKQ Corporation Common Stock,Consumer Discretionary,Automotive Aftermarket,EQUITY
2308,LL,LL Flooring Holdings Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,EQUITY
2309,LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2310,LMAT,LeMaitre Vascular Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
2311,LMB,Limbach Holdings Inc. Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
2312,LMFA,LM Funding America Inc. Common Stock,Finance,Finance: Consumer Services,EQUITY
2313,LMND,Lemonade Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
2314,LMNR,Limoneira Co Common Stock,Consumer Staples,Farming/Seeds/Milling,EQUITY
2315,LMT,Lockheed Martin Corporation Common Stock,Industrials,Aerospace,EQUITY
2316,LNC,Lincoln National Corporation Common Stock,Finance,Life Insurance,EQUITY
2317,LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Staples,Farming/Seeds/Milling,EQUITY
2318,LNG,Cheniere Energy Inc. Common Stock,Utilities,Oil/Gas Transmission,EQUITY
2319,LNN,Lindsay Corporation Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2320,LNSR,LENSAR Inc. Common Stock,Health Care,Medical Electronics,EQUITY
2321,LNT,Alliant Energy Corporation Common Stock,Utilities,Power Generation,EQUITY
2322,LNTH,Lantheus Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2323,LNW,Light & Wonder Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2324,LOAN,Manhattan Bridge Capital Inc,Real Estate,Real Estate Investment Trusts,EQUITY
2325,LOB,Live Oak Bancshares Inc. Common Stock,Finance,Commercial Banks,EQUITY
2326,LOCO,El Pollo Loco Holdings Inc. Common Stock,Consumer Discretionary,Restaurants,EQUITY
2327,LODE,Comstock Inc. Common Stock,Finance,Real Estate,EQUITY
2328,LOGI,Logitech International S.A. Ordinary Shares,Technology,Computer peripheral equipment,EQUITY
2329,LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Industrials,Building Materials,EQUITY
2330,LOPE,Grand Canyon Education Inc. Common Stock,Consumer Discretionary,Service to the Health Industry,EQUITY
2331,LOW,Lowe's Companies Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,EQUITY
2332,LPCN,Lipocine Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2333,LPLA,LPL Financial Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
2334,LPRO,Open Lending Corporation Class A Common Stock,Finance,Finance: Consumer Services,EQUITY
2335,LPSN,LivePerson Inc. Common Stock,Technology,EDP Services,EQUITY
2336,LPTH,LightPath Technologies Inc. Class A Common Stock,Technology,Electronic Components,EQUITY
2337,LPTX,Leap Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2338,LQDA,Liquidia Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2339,LQDT,Liquidity Services Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,EQUITY
2340,LRCX,Lam Research Corporation Common Stock,Technology,Industrial Machinery/Components,EQUITY
2341,LRFC,Logan Ridge Finance Corporation Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2342,LRMR,Larimar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2343,LRN,Stride Inc. Common Stock,Consumer Discretionary,Other Consumer Services,EQUITY
2344,LSBK,Lake Shore Bancorp Inc. Common Stock,Finance,Savings Institutions,EQUITY
2345,LSCC,Lattice Semiconductor Corporation Common Stock,Technology,Semiconductors,EQUITY
2346,LSDI,Lucy Scientific Discovery Inc. Common Stock,Health Care,Pharmaceuticals and Biotechnology,EQUITY
2347,LSTA,Lisata Therapeutics Inc. Common Stock,Health Care,Managed Health Care,EQUITY
2348,LSTR,Landstar System Inc. Common Stock,Industrials,Trucking Freight/Courier Services,EQUITY
2349,LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,EQUITY
2350,LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,EQUITY
2351,LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,Consumer Discretionary,Broadcasting,EQUITY
2352,LTBR,Lightbridge Corporation Common Stock,Consumer Discretionary,Business Services,EQUITY
2353,LTC,LTC Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2354,LTCH,Latch Inc. Common Stock,Technology,EDP Services,EQUITY
2355,LTRN,Lantern Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2356,LTRPA,Liberty TripAdvisor Holdings Inc. Series A Common Stock,Technology,Interactive Media,EQUITY
2357,LTRPB,Liberty TripAdvisor Holdings Inc. Series B Common Stock,Technology,Interactive Media,EQUITY
2358,LTRX,Lantronix Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
2359,LUCD,Lucid Diagnostics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
2360,LUCY,Innovative Eyewear Inc. Common Stock,Health Care,Ophthalmic Goods,EQUITY
2361,LUCYW,Innovative Eyewear Inc. Series A Warrants,Health Care,Ophthalmic Goods,EQUITY
2362,LULU,lululemon athletica inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,EQUITY
2363,LUMN,Lumen Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
2364,LUMO,Lumos Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2365,LUNA,Luna Innovations Incorporated Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,EQUITY
2366,LUNG,Pulmonx Corporation Common Stock,Health Care,Industrial Specialties,EQUITY
2367,LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
2368,LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,Consumer Discretionary,Apparel,EQUITY
2369,LVO,LiveOne Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2370,LVRO,Lavoro Limited Class A Ordinary Shares,Finance,Blank Checks,EQUITY
2371,LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts,EQUITY
2372,LWAY,Lifeway Foods Inc. Common Stock,Consumer Staples,Specialty Foods,EQUITY
2373,LWLG,Lightwave Logic Inc. Common Stock,Industrials,Plastic Products,EQUITY
2374,LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts,EQUITY
2375,LXRX,Lexicon Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2376,LXU,LSB Industries Inc. Common Stock,Industrials,Industrial Specialties,EQUITY
2377,LYEL,Lyell Immunopharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2378,LYFT,Lyft Inc. Class A Common Stock,Technology,EDP Services,EQUITY
2379,LYRA,Lyra Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2380,LYTS,LSI Industries Inc. Common Stock,Consumer Discretionary,Building Products,EQUITY
2381,LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2382,LZ,LegalZoom.com Inc. Common Stock,Technology,Interactive Media,EQUITY
2383,LZB,La-Z-Boy Incorporated Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
2384,M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,EQUITY
2385,MA,Mastercard Incorporated Common Stock,Consumer Discretionary,Business Services,EQUITY
2386,MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2387,MAC,Macerich Company (The) Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2388,MACA,Moringa Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks,EQUITY
2389,MACAU,Moringa Acquisition Corp Units,Finance,Blank Checks,EQUITY
2390,MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services,EQUITY
2391,MAN,ManpowerGroup Common Stock,Consumer Discretionary,Professional Services,EQUITY
2392,MANH,Manhattan Associates Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2393,MAPS,WM Technology Inc. Class A Common Stock ,Technology,Computer Software: Prepackaged Software,EQUITY
2394,MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2395,MAR,Marriott International Class A Common Stock,Consumer Discretionary,Hotels/Resorts,EQUITY
2396,MARA,Marathon Digital Holdings Inc. Common Stock,Finance,Investment Managers,EQUITY
2397,MARK,Remark Holdings Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,EQUITY
2398,MARPS,Marine Petroleum Trust Units of Beneficial Interest,Energy,Oil & Gas Production,EQUITY
2399,MAS,Masco Corporation Common Stock,Industrials,Building Products,EQUITY
2400,MASI,Masimo Corporation Common Stock,Health Care,Medical/Dental Instruments,EQUITY
2401,MASS,908 Devices Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
2402,MAT,Mattel Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
2403,MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper,EQUITY
2404,MATW,Matthews International Corporation Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2405,MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation,EQUITY
2406,MAV,Pioneer Municipal High Income Advantage Fund Inc.,Finance,Finance Companies,EQUITY
2407,MAYS,J. W. Mays Inc. Common Stock,Real Estate,Building operators,EQUITY
2408,MBCN,Middlefield Banc Corp. Common Stock,Finance,Major Banks,EQUITY
2409,MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
2410,MBIN,Merchants Bancorp Common Stock,Finance,Major Banks,EQUITY
2411,MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,Finance,Major Banks,EQUITY
2412,MBINN,Merchants Bancorp Depositary Shares Preferred Series C,Finance,Major Banks,EQUITY
2413,MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,Finance,Major Banks,EQUITY
2414,MBIO,Mustang Bio Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2415,MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,Finance,Commercial Banks,EQUITY
2416,MBRX,Moleculin Biotech Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2417,MBUU,Malibu Boats Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
2418,MBWM,Mercantile Bank Corporation Common Stock,Finance,Major Banks,EQUITY
2419,MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,EQUITY
2420,MCAAU,Mountain & Co. I Acquisition Corp. Unit,Finance,Blank Checks,EQUITY
2421,MCAC,Monterey Capital Acquisition Corporation Class A Common Stock,Miscellaneous,Other Pharmaceuticals,EQUITY
2422,MCAG,Mountain Crest Acquisition Corp. V Common Stock,Miscellaneous,Other Pharmaceuticals,EQUITY
2423,MCBC,Macatawa Bank Corporation Common Stock,Finance,Major Banks,EQUITY
2424,MCBS,MetroCity Bankshares Inc. Common Stock,Finance,Major Banks,EQUITY
2425,MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants,EQUITY
2426,MCFT,MasterCraft Boat Holdings Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
2427,MCHP,Microchip Technology Incorporated Common Stock,Technology,Semiconductors,EQUITY
2428,MCHX,Marchex Inc. Class B Common Stock,Consumer Discretionary,Business Services,EQUITY
2429,MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2430,MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals,EQUITY
2431,MCO,Moody's Corporation Common Stock,Finance,Advertising,EQUITY
2432,MCR,MFS Charter Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2433,MCRB,Seres Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2434,MCRI,Monarch Casino & Resort Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2435,MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2436,MCVT,Mill City Ventures III Ltd. Common Stock,Finance,Finance: Consumer Services,EQUITY
2437,MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers,EQUITY
2438,MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Medical Specialities,EQUITY
2439,MDB,MongoDB Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
2440,MDGL,Madrigal Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2441,MDIA,Mediaco Holding Inc. Class A Common Stock ,Consumer Discretionary,Broadcasting,EQUITY
2442,MDLZ,Mondelez International Inc. Class A Common Stock,Consumer Staples,Meat/Poultry/Fish,EQUITY
2443,MDRR,Medalist Diversified REIT Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2444,MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2445,MDRX,Veradigm Inc. Common Stock,Technology,EDP Services,EQUITY
2446,MDT,Medtronic plc. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
2447,MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Consumer Electronics/Appliances,EQUITY
2448,MDXG,MiMedx Group Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2449,ME,23andMe Holding Co. Class A Common Stock,Health Care,Precision Instruments,EQUITY
2450,MED,MEDIFAST INC Common Stock,Consumer Discretionary,Other Consumer Services,EQUITY
2451,MEDP,Medpace Holdings Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,EQUITY
2452,MEDS,TRxADE HEALTH Inc. Common Stock,Technology,Interactive Media,EQUITY
2453,MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products,EQUITY
2454,MEIP,MEI Pharma Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2455,MELI,MercadoLibre Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,EQUITY
2456,MERC,Mercer International Inc. Common Stock,Basic Materials,Paper,EQUITY
2457,MESA,Mesa Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
2458,MET,MetLife Inc. Common Stock,Finance,Life Insurance,EQUITY
2459,META,Meta Platforms Inc. Class A Common Stock,Technology,Internet and Information Services,EQUITY
2460,METC,Ramaco Resources Inc. Common Stock,Energy,Coal Mining,EQUITY
2461,METCL,Ramaco Resources Inc. 9.00% Senior Notes due 2026,Energy,Coal Mining,EQUITY
2462,MFA,MFA Financial Inc.,Real Estate,Real Estate Investment Trusts,EQUITY
2463,MFC,Manulife Financial Corporation Common Stock,Consumer Discretionary,Advertising,EQUITY
2464,MFD,Macquarie First Trust Global Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2465,MFIC,MidCap Financial Investment Corporation Common Stock,Finance,Finance/Investors Services,EQUITY
2466,MFIN,Medallion Financial Corp. Common Stock,Finance,Diversified Financial Services,EQUITY
2467,MFM,MFS Municipal Income Trust Common Stock,Finance,Finance Companies,EQUITY
2468,MG,Mistras Group Inc Common Stock,Technology,Security Systems Services,EQUITY
2469,MGA,Magna International Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2470,MGAM,Mobile Global Esports Inc. Common Stock,Technology,EDP Services,EQUITY
2471,MGEE,MGE Energy Inc,Utilities,Power Generation,EQUITY
2472,MGF,MFS Government Markets Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2473,MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts,EQUITY
2474,MGNI,Magnite Inc. Common Stock,Consumer Discretionary,Advertising,EQUITY
2475,MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2476,MGOL,MGO Global Inc. Common Stock,Consumer Discretionary,Advertising,EQUITY
2477,MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution),EQUITY
2478,MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers,EQUITY
2479,MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers,EQUITY
2480,MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
2481,MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Finance,Investment Managers,EQUITY
2482,MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2483,MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production,EQUITY
2484,MGYR,Magyar Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
2485,MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2486,MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
2487,MHH,Mastech Digital Inc Common Stock,Consumer Discretionary,Professional Services,EQUITY
2488,MHI,Pioneer Municipal High Income Fund Inc.,Finance,Investment Managers,EQUITY
2489,MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
2490,MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,Finance,Finance Companies,EQUITY
2491,MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,EQUITY
2492,MICS,The Singing Machine Company Inc. Common Stock,Consumer Staples,Diversified Electronic Products,EQUITY
