,Symbol,Name,Sector,Industry,Type
36,ACET,Adicet Bio Inc. Common Stock ,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
37,ACHC,Acadia Healthcare Company Inc. Common Stock,Health Care,Hospital/Nursing Management,EQUITY
38,ACHR,Archer Aviation Inc. Class A Common Stock,Industrials,Aerospace,EQUITY
39,ACHV,Achieve Life Sciences Inc. Common Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,EQUITY
40,ACI,Albertsons Companies Inc. Class A Common Stock,Consumer Staples,Food Chains,EQUITY
41,ACIW,ACI Worldwide Inc. Common Stock,Technology,EDP Services,EQUITY
42,ACLS,Axcelis Technologies Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
43,ACLX,Arcellx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
44,ACM,AECOM Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
45,ACMR,ACM Research Inc. Class A Common Stock,Technology,Industrial Machinery/Components,EQUITY
46,ACNB,ACNB Corporation Common Stock,Finance,Major Banks,EQUITY
47,ACNT,Ascent Industries Co. Common Stock,Industrials,Steel/Iron Ore,EQUITY
48,ACON,Aclarion Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
49,ACOR,Acorda Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
50,ACP,abrdn Income Credit Strategies Fund Common Shares,Finance,Investment Managers,EQUITY
51,ACR,ACRES Commercial Realty Corp. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
52,ACRE,Ares Commercial Real Estate Corporation Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
53,ACRS,Aclaris Therapeutics Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch,EQUITY
54,ACRV,Acrivon Therapeutics Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
55,ACST,Acasti Pharma Inc. Class A Common Stock,Health Care,Pharmaceuticals and Biotechnology,EQUITY
56,ACT,Enact Holdings Inc. Common Stock,Finance,Specialty Insurers,EQUITY
57,ACTG,Acacia Research Corporation (Acacia Tech) Common Stock,Miscellaneous,Multi-Sector Companies,EQUITY
58,ACU,Acme United Corporation. Common Stock,Consumer Discretionary,Home Furnishings,EQUITY
59,ACV,Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,EQUITY
60,ACVA,ACV Auctions Inc. Class A Common Stock,Industrials,Metal Fabrications,EQUITY
61,ACXP,Acurx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
62,ADBE,Adobe Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
63,ADC,Agree Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
64,ADEA,Adeia Inc. Common Stock,Technology,EDP Services,EQUITY
65,ADI,Analog Devices Inc. Common Stock,Technology,Semiconductors,EQUITY
66,ADIL,Adial Pharmaceuticals Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
67,ADMA,ADMA Biologics Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
68,ADN,Advent Technologies Holdings Inc. Class A Common Stock,Utilities,Power Generation,EQUITY
69,ADP,Automatic Data Processing Inc. Common Stock,Consumer Discretionary,Business Services,EQUITY
70,ADPT,Adaptive Biotechnologies Corporation Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
71,ADSK,Autodesk Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
72,ADT,ADT Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
73,ADTH,AdTheorent Holding Company Inc. Common Stock,Consumer Discretionary,Advertising,EQUITY
74,ADTN,ADTRAN Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
75,ADTX,Aditxt Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
76,ADUS,Addus HomeCare Corporation Common Stock,Health Care,Medical/Nursing Services,EQUITY
77,ADV,Advantage Solutions Inc. Class A Common Stock,Consumer Discretionary,Advertising,EQUITY
78,ADVM,Adverum Biotechnologies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
79,ADX,Adams Diversified Equity Fund Inc.,Finance,Investment Managers,EQUITY
80,AE,Adams Resources & Energy Inc. Common Stock,Energy,Oilfield Services/Equipment,EQUITY
81,AEAE,AltEnergy Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
82,AEAEU,AltEnergy Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances,EQUITY
83,AEE,Ameren Corporation Common Stock,Utilities,Power Generation,EQUITY
84,AEF,abrdn Emerging Markets Equity Income Fund Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
85,AEHR,Aehr Test Systems Common Stock,Industrials,Electrical Products,EQUITY
86,AEI,Alset Inc. Common Stock (TX),Real Estate,Building operators,EQUITY
87,AEIS,Advanced Energy Industries Inc. Common Stock,Consumer Discretionary,Electrical Products,EQUITY
88,AEMD,Aethlon Medical Inc. Common Stock,Miscellaneous,Diversified Commercial Services,EQUITY
89,AEO,American Eagle Outfitters Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,EQUITY
90,AEP,American Electric Power Company Inc. Common Stock,Utilities,Electric Utilities: Central,EQUITY
91,AES,The AES Corporation Common Stock,Utilities,Electric Utilities: Central,EQUITY
92,AEYE,AudioEye Inc. Common Stock,Technology,EDP Services,EQUITY
93,AEZS,Aeterna Zentaris Inc. Common Stock,Health Care,Pharmaceuticals and Biotechnology,EQUITY
94,AFB,AllianceBernstein National Municipal Income Fund Inc,Finance,Trusts Except Educational Religious and Charitable,EQUITY
95,AFBI,Affinity Bancshares Inc. Common Stock (MD),Finance,Major Banks,EQUITY
96,AFCG,AFC Gamma Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
97,AFG,American Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
98,AFGB,American Financial Group Inc. 5.875% Subordinated Debentures due 2059,Finance,Property-Casualty Insurers,EQUITY
99,AFGC,American Financial Group Inc. 5.125% Subordinated Debentures due 2059,Finance,Real Estate,EQUITY
100,AFGD,American Financial Group Inc. 5.625% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,EQUITY
101,AFGE,American Financial Group Inc. 4.500% Subordinated Debentures due 2060,Finance,Property-Casualty Insurers,EQUITY
102,AFIB,Acutus Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
103,AFL,AFLAC Incorporated Common Stock,Finance,Accident &Health Insurance,EQUITY
104,AFRM,Affirm Holdings Inc. Class A Common Stock,Technology,EDP Services,EQUITY
105,AFYA,Afya Limited Class A Common Shares,Real Estate,Other Consumer Services,EQUITY
106,AGAE,Allied Gaming & Entertainment Inc. Common Stock,Telecommunications,Cable & Other Pay Television Services,EQUITY
107,AGCO,AGCO Corporation Common Stock,Industrials,Industrial Machinery/Components,EQUITY
108,AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,EQUITY
109,AGEN,Agenus Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
110,AGFY,Agrify Corporation Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
111,AGIO,Agios Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
112,AGM,Federal Agricultural Mortgage Corporation Common Stock,Finance,Finance Companies,EQUITY
113,AGNC,AGNC Investment Corp. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
114,AGNCL,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.75% Series G Fixed-Rate Reset Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
115,AGNCM,AGNC Investment Corp. Depositary Shares rep 6.875% Series D Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
116,AGNCN,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 7.00% Series C Fixed-To-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
117,AGNCO,AGNC Investment Corp. Depositary Shares each representing a 1/1000th interest in a share of 6.50% Series E Fixed-to-Floating Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
118,AGNCP,AGNC Investment Corp. Depositary Shares Each Representing a 1/1000th Interest in a Share of 6.125% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,Real Estate,Real Estate Investment Trusts,EQUITY
119,AGR,Avangrid Inc. Common Stock,Utilities,Electric Utilities: Central,EQUITY
120,AGRX,Agile Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
121,AGS,PlayAGS Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
122,AGX,Argan Inc. Common Stock,Industrials,Oilfield Services/Equipment,EQUITY
123,AGYS,Agilysys Inc. Common Stock (DE),Technology,Computer Software: Prepackaged Software,EQUITY
124,AHCO,AdaptHealth Corp. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
125,AHH,Armada Hoffler Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
126,AHT,Ashford Hospitality Trust Inc Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
127,AIB,AIB Acquisition Corporation Class A Ordinary Shares,Finance,Blank Checks,EQUITY
128,AIG,American International Group Inc. New Common Stock,Finance,Life Insurance,EQUITY
129,AIM,AIM ImmunoTech Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
130,AIMAU,Aimfinity Investment Corp. I Unit,Finance,Blank Checks,EQUITY
131,AIMD,Ainos Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
132,AIN,Albany International Corporation Common Stock,Consumer Discretionary,Textiles,EQUITY
133,AINC,Ashford Inc. (Holding Company) Common Stock,Finance,Investment Managers,EQUITY
134,AIP,Arteris Inc. Common Stock,Technology,Semiconductors,EQUITY
135,AIR,AAR Corp. Common Stock,Industrials,Aerospace,EQUITY
136,AIRG,Airgain Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,EQUITY
137,AIRI,Air Industries Group Common Stock,Industrials,Military/Government/Technical,EQUITY
138,AIRS,AirSculpt Technologies Inc. Common Stock,Health Care,Hospital/Nursing Management,EQUITY
139,AIRT,Air T Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
140,AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
141,AIT,Applied Industrial Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
142,AIV,Apartment Investment and Management Company Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
143,AIZ,Assurant Inc. Common Stock,Finance,Specialty Insurers,EQUITY
144,AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,Finance,Accident &Health Insurance,EQUITY
145,AJG,Arthur J. Gallagher & Co. Common Stock,Finance,Specialty Insurers,EQUITY
146,AJX,Great Ajax Corp. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
147,AKAM,Akamai Technologies Inc. Common Stock,Consumer Discretionary,Business Services,EQUITY
148,AKBA,Akebia Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
149,AKLI,Akili Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
150,AKR,Acadia Realty Trust Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
151,AKRO,Akero Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
152,AKTS,Akoustis Technologies Inc. Common Stock,Utilities,Telecommunications Equipment,EQUITY
153,AKYA,Akoya BioSciences Inc. Common Stock,Industrials,Medical Specialities,EQUITY
154,AL,Air Lease Corporation Class A Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
155,ALB,Albemarle Corporation Common Stock,Industrials,Industrial Specialties,EQUITY
156,ALBT,Avalon GloboCare Corp. Common Stock,Real Estate,Building operators,EQUITY
157,ALDX,Aldeyra Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
158,ALE,Allete Inc.,Utilities,Power Generation,EQUITY
159,ALEC,Alector Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
160,ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,Real Estate,Real Estate Investment Trusts,EQUITY
161,ALG,Alamo Group Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
162,ALGM,Allegro MicroSystems Inc. Common Stock,Technology,Semiconductors,EQUITY
163,ALGN,Align Technology Inc. Common Stock,Health Care,Industrial Specialties,EQUITY
164,ALGS,Aligos Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
165,ALGT,Allegiant Travel Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
166,ALHC,Alignment Healthcare Inc. Common Stock,Health Care,Medical Specialities,EQUITY
167,ALIM,Alimera Sciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
168,ALK,Alaska Air Group Inc. Common Stock,Consumer Discretionary,Air Freight/Delivery Services,EQUITY
169,ALKT,Alkami Technology Inc. Common Stock,Technology,EDP Services,EQUITY
170,ALL,Allstate Corporation (The) Common Stock,Finance,Property-Casualty Insurers,EQUITY
171,ALLE,Allegion plc Ordinary Shares,Consumer Discretionary,Diversified Commercial Services,EQUITY
172,ALLK,Allakos Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
173,ALLO,Allogene Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
174,ALLR,Allarity Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
175,ALLY,Ally Financial Inc. Common Stock,Finance,Diversified Financial Services,EQUITY
176,ALNY,Alnylam Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
177,ALOT,AstroNova Inc. Common Stock,Technology,Computer peripheral equipment,EQUITY
178,ALPP,Alpine 4 Holdings Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
179,ALRM,Alarm.com Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
180,ALRN,Aileron Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
181,ALRS,Alerus Financial Corporation Common Stock,Finance,Commercial Banks,EQUITY
182,ALSA,Alpha Star Acquisition Corporation Ordinary Shares,Finance,Blank Checks,EQUITY
183,ALSN,Allison Transmission Holdings Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
184,ALT,Altimmune Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
185,ALTI,Alvarium Tiedemann Holdings Inc. Class A Common Stock,Finance,Investment Managers,EQUITY
186,ALTO,Alto Ingredients Inc. Common Stock,Industrials,Industrial Specialties,EQUITY
187,ALTR,Altair Engineering Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
188,ALVR,AlloVir Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
189,ALX,Alexander's Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
190,ALXO,ALX Oncology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
191,ALZN,Alzamend Neuro Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
192,AM,Antero Midstream Corporation Common Stock,Utilities,Natural Gas Distribution,EQUITY
193,AMAL,Amalgamated Financial Corp. Common Stock (DE),Finance,Commercial Banks,EQUITY
194,AMAT,Applied Materials Inc. Common Stock,Technology,Semiconductors,EQUITY
195,AMBA,Ambarella Inc. Ordinary Shares,Technology,Semiconductors,EQUITY
196,AMBC,Ambac Financial Group Inc. Common Stock,Finance,Property-Casualty Insurers,EQUITY
197,AMCX,AMC Networks Inc. Class A Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
198,AMD,Advanced Micro Devices Inc. Common Stock,Technology,Semiconductors,EQUITY
199,AME,AMETEK Inc.,Consumer Discretionary,Metal Fabrications,EQUITY
200,AMED,Amedisys Inc Common Stock,Health Care,Medical/Nursing Services,EQUITY
201,AMG,Affiliated Managers Group Inc. Common Stock,Finance,Investment Managers,EQUITY
202,AMGN,Amgen Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
203,AMK,AssetMark Financial Holdings Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
204,AMKR,Amkor Technology Inc. Common Stock,Technology,Semiconductors,EQUITY
205,AMLI,American Lithium Corp. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
206,AMLX,Amylyx Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
207,AMN,AMN Healthcare Services Inc AMN Healthcare Services Inc,Health Care,Assisted Living Services,EQUITY
208,AMP,Ameriprise Financial Inc. Common Stock,Finance,Investment Managers,EQUITY
209,AMPE,Ampio Pharmaceuticals Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
210,AMPG,Amplitech Group Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
211,AMPGW,Amplitech Group Inc. Warrants,Technology,Industrial Machinery/Components,EQUITY
212,AMPH,Amphastar Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
213,AMPL,Amplitude Inc. Class A Common Stock,Technology,EDP Services,EQUITY
214,AMPY,Amplify Energy Corp. Common Stock,Energy,Oil & Gas Production,EQUITY
215,AMR,Alpha Metallurgical Resources Inc. Common Stock,Energy,Coal Mining,EQUITY
216,AMRC,Ameresco Inc. Class A Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,EQUITY
217,AMRK,A-Mark Precious Metals Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
218,AMS,American Shared Hospital Services Common Stock,Health Care,Medical Specialities,EQUITY
219,AMSC,American Superconductor Corporation Common Stock,Industrials,Office Equipment/Supplies/Services,EQUITY
220,AMSF,AMERISAFE Inc. Common Stock,Finance,Accident &Health Insurance,EQUITY
221,AMST,Amesite Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
222,AMSWA,American Software Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
223,AMT,American Tower Corporation (REIT) Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
224,AMTB,Amerant Bancorp Inc. Class A Common Stock,Finance,Major Banks,EQUITY
225,AMTX,Aemetis Inc. (DE) Common Stock,Energy,Oilfield Services/Equipment,EQUITY
226,AMWD,American Woodmark Corporation Common Stock,Consumer Discretionary,Building Products,EQUITY
227,AMWL,American Well Corporation Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
228,AMX,America Movil S.A.B. de C.V. American Depository Receipt Series L,Telecommunications,Telecommunications Equipment,EQUITY
229,AMZN,Amazon.com Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution,EQUITY
230,AN,AutoNation Inc. Common Stock,Consumer Discretionary,Other Specialty Stores,EQUITY
231,ANAB,AnaptysBio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
232,ANDE,Andersons Inc. (The) Common Stock,Consumer Staples,Tobacco,EQUITY
233,ANEB,Anebulo Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
234,ANF,Abercrombie & Fitch Company Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores,EQUITY
235,ANGI,Angi Inc. Class A Common Stock,Technology,EDP Services,EQUITY
236,ANGO,AngioDynamics Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
237,ANIK,Anika Therapeutics Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
238,ANIP,ANI Pharmaceuticals Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
239,ANIX,Anixa Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
240,ANNX,Annexon Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
241,ANSS,ANSYS Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
242,ANTX,AN2 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
243,ANVS,Annovis Bio Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
244,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,Finance,Investment Managers,EQUITY
245,AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers,EQUITY
246,AORT,Artivion Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
247,AOS,A.O. Smith Corporation Common Stock,Industrials,Industrial Machinery/Components,EQUITY
248,AP,Ampco-Pittsburgh Corporation Common Stock,Industrials,Metal Fabrications,EQUITY
249,APA,APA Corporation Common Stock,Energy,Oil & Gas Production,EQUITY
250,APAM,Artisan Partners Asset Management Inc. Class A Common Stock,Finance,Investment Managers,EQUITY
251,APCX,AppTech Payments Corp. Common Stock,Technology,EDP Services,EQUITY
252,APD,Air Products and Chemicals Inc. Common Stock,Industrials,Specialty Chemicals,EQUITY
253,APDN,Applied DNA Sciences Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,EQUITY
254,APEI,American Public Education Inc. Common Stock,Consumer Discretionary,Other Consumer Services,EQUITY
255,APH,Amphenol Corporation Common Stock,Technology,Electrical Products,EQUITY
256,APLD,Applied Digital Corporation Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
257,APLE,Apple Hospitality REIT Inc. Common Shares,Real Estate,Real Estate Investment Trusts,EQUITY
258,APLS,Apellis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
259,APLT,Applied Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
260,APP,Applovin Corporation Class A Common Stock,Technology,EDP Services,EQUITY
261,APPF,AppFolio Inc. Class A Common Stock,Technology,EDP Services,EQUITY
262,APPN,Appian Corporation Class A Common Stock,Technology,EDP Services,EQUITY
263,APPS,Digital Turbine Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
264,APRE,Aprea Therapeutics Inc. Common stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
265,APTO,Aptose Biosciences Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,EQUITY
266,APVO,Aptevo Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
267,APXI,APx Acquisition Corp. I Class A Ordinary Share,Finance,Blank Checks,EQUITY
268,APXIU,APx Acquisition Corp. I Unit,Finance,Blank Checks,EQUITY
269,APYX,Apyx Medical Corporation Common Stock,Health Care,Medical/Dental Instruments,EQUITY
270,AQMS,Aqua Metals Inc. Common Stock,Utilities,Environmental Services,EQUITY
271,AQST,Aquestive Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
272,AQU,Aquaron Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
273,AQUNU,Aquaron Acquisition Corp. Units,Industrials,Consumer Electronics/Appliances,EQUITY
274,ARAY,Accuray Incorporated Common Stock,Health Care,Medical/Dental Instruments,EQUITY
275,ARC,ARC Document Solutions Inc. Common Stock,Consumer Discretionary,Business Services,EQUITY
276,ARCB,ArcBest Corporation Common Stock,Industrials,Trucking Freight/Courier Services,EQUITY
277,ARCC,Ares Capital Corporation Common Stock,Finance,Finance/Investors Services,EQUITY
278,ARCH,Arch Resources Inc. Class A Common Stock,Energy,Coal Mining,EQUITY
279,ARCO,Arcos Dorados Holdings Inc. Class A Shares,Consumer Discretionary,Restaurants,EQUITY
280,ARDC,Ares Dynamic Credit Allocation Fund Inc. Common Shares,Finance,Investment Managers,EQUITY
281,ARDS,Aridis Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
282,ARDX,Ardelyx Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
283,ARE,Alexandria Real Estate Equities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
284,AREB,American Rebel Holdings Inc. Common Stock,Consumer Discretionary,Apparel,EQUITY
285,ARHS,Arhaus Inc. Class A Common Stock,Consumer Discretionary,Wholesale Distributors,EQUITY
286,ARI,Apollo Commercial Real Estate Finance Inc,Real Estate,Real Estate Investment Trusts,EQUITY
287,ARIZ,Arisz Acquisition Corp. Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
288,ARKO,ARKO Corp. Common Stock,Energy,Oil Refining/Marketing,EQUITY
289,ARKR,Ark Restaurants Corp. Common Stock,Consumer Discretionary,Restaurants,EQUITY
290,ARL,American Realty Investors Inc. Common Stock,Real Estate,Building operators,EQUITY
291,ARLO,Arlo Technologies Inc. Common Stock,Technology,Security Systems Services,EQUITY
292,ARLP,Alliance Resource Partners L.P. Common Units representing Limited Partners Interests,Energy,Coal Mining,EQUITY
293,ARMP,Armata Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
294,AROC,Archrock Inc. Common Stock,Energy,Oil & Gas Production,EQUITY
295,AROW,Arrow Financial Corporation Common Stock,Finance,Major Banks,EQUITY
296,ARQT,Arcutis Biotherapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
297,ARR,ARMOUR Residential REIT Inc.,Real Estate,Real Estate Investment Trusts,EQUITY
298,ARRY,Array Technologies Inc. Common Stock,Technology,Semiconductors,EQUITY
299,ARTL,Artelo Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
300,ARTNA,Artesian Resources Corporation Class A Common Stock,Utilities,Water Supply,EQUITY
301,ARTW,Art's-Way Manufacturing Co. Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
302,ARVN,Arvinas Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
303,ARW,Arrow Electronics Inc. Common Stock,Technology,Electronic Components,EQUITY
304,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
305,ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
306,ASA,ASA  Gold and Precious Metals Limited,Industrials,Precious Metals,EQUITY
307,ASB,Associated Banc-Corp Common Stock,Finance,Major Banks,EQUITY
308,ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,Finance,Major Banks,EQUITY
309,ASG,Liberty All-Star Growth Fund Inc.,Finance,Finance Companies,EQUITY
310,ASGN,ASGN Incorporated Common Stock,Technology,EDP Services,EQUITY
311,ASH,Ashland Inc. Common Stock,Industrials,Specialty Chemicals,EQUITY
312,ASIX,AdvanSix Inc. Common Stock ,Industrials,Major Chemicals,EQUITY
