Date,NASDAQ,Dow_Jones,S&P_500
2016-10-26,5250.27,18199.33,2139.4
2016-10-25,5283.4,18169.27,2143.2
2016-10-24,5309.83,18223.03,2151.3
2016-10-21,5257.4,18145.71,2141.2
2016-10-20,5241.83,18162.35,2141.3
2016-10-19,5246.41,18202.62,2144.3
2016-10-18,5243.84,18161.94,2139.6
2016-10-17,5199.82,18086.4,2126.5
2016-10-14,5214.16,18138.38,2133.0
2016-10-13,5213.33,18098.94,2132.6
2016-10-12,5239.02,18144.2,2139.2
2016-10-11,5246.79,18128.66,2136.7
2016-10-10,5328.67,18329.04,2163.7
2016-10-07,5292.4,18240.49,2153.7
2016-10-06,5306.85,18268.5,2160.8
2016-10-05,5316.02,18281.03,2159.7
2016-10-04,5289.66,18168.45,2150.5
2016-10-03,5300.87,18253.85,2161.2
2016-09-30,5312.0,18308.15,2168.3
2016-09-29,5269.15,18143.45,2151.1
2016-09-28,5318.55,18339.24,2171.4
2016-09-27,5305.71,18228.3,2159.9
2016-09-26,5257.49,18094.83,2146.1
2016-09-23,5305.75,18261.45,2164.7
2016-09-22,5339.52,18392.46,2177.2
2016-09-21,5295.18,18293.7,2163.1
2016-09-20,5241.35,18129.96,2139.8
2016-09-19,5235.03,18120.17,2139.1
2016-09-16,5244.57,18123.8,2139.2
2016-09-15,5249.69,18212.48,2147.3
2016-09-14,5173.77,18034.77,2125.8
2016-09-13,5155.26,18066.75,2127.0
2016-09-12,5211.89,18325.07,2159.0
2016-09-09,5125.91,18085.45,2127.8
2016-09-08,5259.48,18479.91,2181.3
2016-09-07,5283.93,18526.14,2186.2
2016-09-06,5275.91,18538.12,2186.5
2016-09-02,5249.9,18491.96,2180.0
2016-09-01,5227.21,18419.3,2170.9
2016-08-31,5213.22,18400.88,2170.9
2016-08-30,5222.99,18454.3,2176.1
2016-08-29,5232.33,18502.99,2180.4
2016-08-26,5218.92,18395.4,2169.0
2016-08-25,5212.2,18448.41,2172.5
2016-08-24,5217.69,18481.48,2175.4
2016-08-23,5260.08,18547.3,2186.9
2016-08-22,5244.6,18529.42,2182.6
2016-08-19,5238.38,18552.57,2183.9
2016-08-18,5240.15,18597.7,2187.0
2016-08-17,5228.66,18573.94,2182.2
2016-08-16,5227.11,18552.02,2178.2
2016-08-15,5262.02,18636.05,2190.2
2016-08-12,5232.9,18576.47,2184.1
2016-08-11,5228.4,18613.52,2185.8
2016-08-10,5204.59,18495.66,2175.5
2016-08-09,5225.48,18533.05,2181.7
2016-08-08,5213.14,18529.29,2180.9
2016-08-05,5221.12,18543.53,2182.9
2016-08-04,5166.25,18352.05,2164.2
2016-08-03,5159.74,18355.0,2163.8
2016-08-02,5137.73,18313.77,2157.0
2016-08-01,5184.2,18404.51,2170.8
2016-07-29,5162.13,18432.24,2173.6
2016-07-28,5154.98,18456.35,2170.1
2016-07-27,5139.81,18472.17,2166.6
2016-07-26,5110.05,18473.75,2169.2
2016-07-25,5097.63,18493.06,2168.5
2016-07-22,5100.16,18570.85,2175.0
2016-07-21,5073.9,18517.23,2165.2
2016-07-20,5089.93,18595.03,2173.0
2016-07-19,5036.37,18559.01,2163.8
2016-07-18,5055.78,18533.05,2166.9
2016-07-15,5029.59,18516.55,2161.7
2016-07-14,5034.06,18506.41,2163.8
2016-07-13,5005.73,18372.12,2152.4
2016-07-12,5022.82,18347.67,2152.1
2016-07-11,4988.64,18226.93,2137.2
2016-07-08,4956.76,18146.74,2129.9
2016-07-07,4876.81,17895.88,2097.9
2016-07-06,4859.16,17918.62,2099.7
2016-07-05,4822.9,17840.62,2088.6
2016-07-01,4862.57,17949.37,2102.9
2016-06-30,4842.67,17929.99,2098.9
2016-06-29,4779.24,17694.68,2070.8
2016-06-28,4691.87,17409.72,2036.1
2016-06-27,4594.44,17140.24,2000.5
2016-06-24,4707.98,17400.75,2037.4
2016-06-23,4910.04,18011.07,2113.3
2016-06-22,4833.32,17780.83,2085.4
2016-06-21,4843.76,17829.73,2088.9
2016-06-20,4837.21,17804.87,2083.2
2016-06-17,4800.34,17675.16,2071.2
2016-06-16,4844.91,17733.1,2078.0
2016-06-15,4834.93,17640.17,2071.5
2016-06-14,4843.55,17674.82,2075.3
2016-06-13,4848.44,17732.48,2079.1
2016-06-10,4894.55,17865.34,2096.1
2016-06-09,4958.62,17985.19,2115.5
2016-06-08,4974.64,18005.05,2119.1
2016-06-07,4961.75,17938.28,2112.1
2016-06-06,4968.71,17920.33,2109.4
2016-06-03,4942.52,17807.06,2099.1
2016-06-02,4971.36,17838.56,2105.3
2016-06-01,4952.25,17789.67,2099.3
2016-05-31,4948.06,17787.2,2097.0
2016-05-27,4933.51,17873.22,2099.1
2016-05-26,4901.77,17828.29,2090.1
2016-05-25,4894.89,17851.51,2090.5
2016-05-24,4861.06,17706.05,2076.1
2016-05-23,4765.78,17492.93,2048.0
2016-05-20,4769.56,17500.94,2052.3
2016-05-19,4712.53,17435.4,2040.0
2016-05-18,4739.12,17526.62,2047.6
2016-05-17,4715.73,17529.98,2047.2
2016-05-16,4775.46,17710.71,2066.7
2016-05-13,4717.68,17535.32,2046.6
2016-05-12,4737.33,17720.5,2064.1
2016-05-11,4760.69,17711.12,2064.5
2016-05-10,4809.88,17928.35,2084.4
2016-05-09,4750.21,17705.91,2058.7
2016-05-06,4736.15,17740.63,2057.1
2016-05-05,4717.09,17660.71,2050.6
2016-05-04,4725.64,17651.26,2051.1
2016-05-03,4763.22,17750.91,2063.4
2016-05-02,4817.59,17891.16,2081.4
2016-04-29,4775.36,17773.64,2065.3
2016-04-28,4805.29,17830.76,2075.8
2016-04-27,4863.14,18041.55,2095.2
2016-04-26,4888.28,17990.32,2091.7
2016-04-25,4895.79,17977.24,2087.8
2016-04-22,4906.23,18003.75,2091.6
2016-04-21,4945.89,17982.52,2091.5
2016-04-20,4948.13,18096.27,2102.4
2016-04-19,4940.33,18053.6,2100.8
2016-04-18,4960.02,18004.16,2094.3
2016-04-15,4938.22,17897.46,2080.7
2016-04-14,4945.89,17926.43,2082.8
2016-04-13,4947.42,17908.28,2082.4
2016-04-12,4872.09,17721.25,2061.7
2016-04-11,4833.4,17556.41,2042.0
2016-04-08,4850.69,17576.96,2047.6
2016-04-07,4848.37,17541.96,2041.9
2016-04-06,4920.72,17716.05,2066.7
2016-04-05,4843.93,17603.32,2045.2
2016-04-04,4891.8,17737.0,2066.1
2016-04-01,4914.54,17792.75,2072.8
2016-03-31,4869.85,17685.09,2059.7
2016-03-30,4869.29,17716.66,2063.9
2016-03-29,4846.62,17633.11,2055.0
2016-03-28,4766.79,17535.39,2037.0
2016-03-24,4773.51,17515.73,2035.9
2016-03-23,4768.86,17502.59,2036.7
2016-03-22,4821.66,17582.57,2049.8
2016-03-21,4808.87,17623.87,2051.6
2016-03-18,4795.65,17602.3,2049.6
2016-03-17,4774.98,17481.49,2040.6
2016-03-16,4763.97,17325.76,2027.2
2016-03-15,4728.67,17251.53,2015.9
2016-03-14,4750.28,17229.13,2019.6
2016-03-11,4748.47,17213.31,2022.2
2016-03-10,4662.16,16995.13,1989.6
2016-03-09,4674.38,17000.36,1989.3
2016-03-08,4648.82,16964.1,1979.3
2016-03-07,4708.25,17073.95,2001.8
2016-03-04,4717.02,17006.77,2000.0
2016-03-03,4707.42,16943.9,1993.4
2016-03-02,4703.42,16899.32,1986.5
2016-03-01,4689.6,16865.08,1978.3
2016-02-29,4557.95,16516.5,1932.2
2016-02-26,4590.47,16639.97,1948.0
2016-02-25,4582.2,16697.29,1951.7
2016-02-24,4542.61,16484.99,1929.8
2016-02-23,4503.58,16431.78,1921.3
2016-02-22,4570.61,16620.66,1945.5
2016-02-19,4504.43,16391.99,1917.8
2016-02-18,4487.54,16413.43,1917.8
2016-02-17,4534.06,16453.83,1926.8
2016-02-16,4435.95,16196.41,1895.6
2016-02-12,4337.51,15973.84,1864.8
2016-02-11,4266.84,15660.18,1829.1
2016-02-10,4283.59,15914.74,1851.9
2016-02-09,4268.76,16014.38,1852.2
2016-02-08,4283.75,16027.05,1853.4
2016-02-05,4363.14,16204.97,1880.0
2016-02-04,4509.56,16416.58,1915.5
2016-02-03,4504.24,16336.66,1912.5
2016-02-02,4516.95,16153.54,1903.0
2016-02-01,4620.37,16449.18,1939.4
2016-01-29,4613.95,16466.3,1940.2
2016-01-28,4506.68,16069.64,1893.4
2016-01-27,4468.17,15944.46,1883.0
2016-01-26,4567.67,16167.23,1903.6
2016-01-25,4518.49,15885.22,1877.1
2016-01-22,4591.18,16093.51,1906.9
2016-01-21,4472.06,15882.68,1869.0
2016-01-20,4471.69,15766.74,1859.3
2016-01-19,4476.95,16016.02,1881.3
2016-01-15,4488.42,15988.08,1880.3
2016-01-14,4615.0,16379.05,1921.8
2016-01-13,4526.06,16151.41,1890.3
2016-01-12,4685.92,16516.22,1938.7
2016-01-11,4637.99,16398.57,1923.7
2016-01-08,4643.63,16346.45,1922.0
2016-01-07,4689.43,16514.1,1943.1
2016-01-06,4835.77,16906.51,1990.3
2016-01-05,4891.43,17158.66,2016.7
2016-01-04,4903.09,17148.94,2012.7
2015-12-31,5007.41,17425.03,2043.9
2015-12-30,5065.85,17603.87,2063.4
2015-12-29,5107.94,17720.98,2078.4
2015-12-28,5040.98,17528.27,2056.5
2015-12-24,5048.49,17552.17,2061.0
2015-12-23,5045.93,17602.61,2064.3
2015-12-22,5001.11,17417.27,2039.0
2015-12-21,4968.92,17251.62,2021.2
2015-12-18,4923.08,17128.55,2005.5
2015-12-17,5002.55,17495.84,2041.9
2015-12-16,5071.13,17749.09,2073.1
2015-12-15,4995.36,17524.91,2043.4
2015-12-14,4952.23,17368.5,2021.9
2015-12-11,4933.47,17265.21,2012.4
2015-12-10,5045.17,17574.75,2052.2
2015-12-09,5022.86,17492.3,2047.6
2015-12-08,5098.24,17568.0,2063.6
2015-12-07,5101.81,17730.51,2077.1
2015-12-04,5142.27,17847.63,2091.7
2015-12-03,5037.53,17477.67,2049.6
2015-12-02,5123.22,17729.68,2079.5
2015-12-01,5156.31,17888.35,2102.6
2015-11-30,5108.67,17719.92,2080.4
2015-11-27,5127.52,17798.49,2090.1
2015-11-25,5116.14,17813.39,2088.9
2015-11-24,5102.81,17812.19,2089.1
2015-11-23,5102.48,17792.68,2086.6
2015-11-20,5104.92,17823.81,2089.2
2015-11-19,5073.64,17732.75,2081.2
2015-11-18,5075.2,17737.16,2083.6
2015-11-17,4986.02,17489.5,2050.4
2015-11-16,4984.62,17483.01,2053.2
2015-11-13,4927.88,17245.24,2023.0
2015-11-12,5005.08,17448.07,2046.0
2015-11-11,5067.02,17702.22,2075.0
2015-11-10,5083.24,17758.21,2081.7
2015-11-09,5095.3,17730.48,2078.6
2015-11-06,5147.12,17910.33,2099.2
2015-11-05,5127.74,17863.43,2099.9
2015-11-04,5142.48,17867.58,2102.3
2015-11-03,5145.13,17918.15,2109.8
2015-11-02,5127.15,17828.76,2104.1
2015-10-30,5053.75,17663.54,2079.4
2015-10-29,5074.27,17755.8,2089.4
2015-10-28,5095.69,17779.52,2090.3
2015-10-27,5030.15,17581.43,2065.9
2015-10-26,5034.7,17623.05,2071.2
2015-10-23,5031.86,17646.7,2075.2
2015-10-22,4920.05,17489.16,2052.5
2015-10-21,4840.12,17168.61,2018.9
2015-10-20,4880.97,17217.11,2030.8
2015-10-19,4905.47,17230.54,2033.7
2015-10-16,4886.69,17215.97,2033.1
2015-10-15,4870.1,17141.75,2023.9
2015-10-14,4782.85,16924.75,1994.2
2015-10-13,4796.61,17081.89,2003.7
2015-10-12,4838.64,17131.86,2017.5
2015-10-09,4830.47,17084.49,2014.9
2015-10-08,4810.79,17050.75,2013.4
2015-10-07,4791.15,16912.29,1995.8
2015-10-06,4748.36,16790.19,1979.9
2015-10-05,4781.26,16776.43,1987.0
2015-10-02,4707.77,16472.37,1951.4
2015-10-01,4627.08,16272.01,1923.8
2015-09-30,4620.16,16284.7,1920.0
2015-09-29,4517.32,16049.13,1884.1
2015-09-28,4543.97,16001.89,1881.8
2015-09-25,4686.5,16314.67,1931.3
2015-09-24,4734.48,16201.32,1932.2
2015-09-23,4752.74,16279.89,1938.8
2015-09-22,4756.72,16330.47,1942.7
2015-09-21,4828.95,16510.19,1967.0
2015-09-18,4827.23,16384.58,1958.0
2015-09-17,4893.95,16674.74,1990.2
2015-09-16,4889.24,16739.95,1995.3
2015-09-15,4860.52,16599.85,1978.1
2015-09-14,4805.76,16370.96,1953.0
2015-09-11,4822.34,16433.09,1961.0
2015-09-10,4796.25,16330.4,1952.3
2015-09-09,4756.53,16253.57,1942.0
2015-09-08,4811.93,16492.68,1969.4
2015-09-04,4683.92,16102.38,1921.2
2015-09-03,4733.5,16374.76,1951.1
2015-09-02,4749.98,16351.38,1948.9
2015-09-01,4636.1,16058.35,1913.8
2015-08-31,4776.51,16528.03,1972.2
2015-08-28,4828.32,16643.01,1988.9
2015-08-27,4812.71,16654.77,1987.7
2015-08-26,4697.54,16285.51,1940.5
2015-08-25,4506.49,15666.44,1867.6
2015-08-24,4526.25,15871.35,1893.2
2015-08-21,4706.04,16459.75,1970.9
2015-08-20,4877.49,16990.69,2035.7
2015-08-19,5019.05,17348.73,2079.6
2015-08-18,5059.35,17511.34,2096.9
2015-08-17,5091.7,17545.18,2102.4
2015-08-14,5048.23,17477.4,2091.5
2015-08-13,5033.56,17408.25,2083.4
2015-08-12,5044.39,17402.51,2086.1
2015-08-11,5036.79,17402.84,2084.1
2015-08-10,5101.8,17615.17,2104.2
2015-08-07,5043.54,17373.38,2077.6
2015-08-06,5056.44,17419.75,2083.6
2015-08-05,5139.94,17540.47,2099.8
2015-08-04,5105.55,17550.69,2093.3
2015-08-03,5115.38,17598.2,2098.0
2015-07-31,5128.28,17689.86,2103.8
2015-07-30,5128.78,17745.98,2108.6
2015-07-29,5111.73,17751.39,2108.6
2015-07-28,5089.21,17630.27,2093.2
2015-07-27,5039.78,17440.59,2067.6
2015-07-24,5088.63,17568.53,2079.7
2015-07-23,5146.41,17731.92,2102.2
2015-07-22,5171.77,17851.04,2114.2
2015-07-21,5208.12,17919.29,2119.2
2015-07-20,5218.86,18100.41,2128.3
2015-07-17,5210.14,18086.45,2126.6
2015-07-16,5163.18,18120.25,2124.3
2015-07-15,5098.94,18050.17,2107.4
2015-07-14,5104.89,18053.58,2108.9
2015-07-13,5071.51,17977.68,2099.6
2015-07-10,4997.7,17760.41,2076.6
2015-07-09,4922.4,17548.62,2051.3
2015-07-08,4909.76,17515.42,2046.7
2015-07-07,4997.46,17776.91,2081.3
2015-07-06,4991.94,17683.58,2068.8
2015-07-02,5009.21,17730.11,2076.8
2015-07-01,5013.12,17757.91,2077.4
2015-06-30,4986.87,17619.51,2063.1
2015-06-29,4958.47,17596.35,2057.6
2015-06-26,5080.51,17946.68,2101.5
2015-06-25,5112.19,17890.36,2102.3
2015-06-24,5122.41,17966.07,2108.6
2015-06-23,5160.1,18144.07,2124.2
2015-06-22,5153.97,18119.78,2122.8
2015-06-19,5117.0,18015.95,2110.0
2015-06-18,5132.95,18115.84,2121.2
2015-06-17,5064.88,17935.74,2100.4
2015-06-16,5055.55,17904.48,2096.3
2015-06-15,5029.97,17791.17,2084.4
2015-06-12,5051.1,17898.84,2094.1
2015-06-11,5082.51,18039.37,2108.9
2015-06-10,5076.69,18000.4,2105.2
2015-06-09,5013.86,17764.04,2080.2
2015-06-08,5021.63,17766.55,2079.3
2015-06-05,5068.46,17849.46,2092.8
2015-06-04,5059.12,17905.58,2095.8
2015-06-03,5099.23,18076.27,2114.1
2015-06-02,5076.52,18011.94,2109.6
2015-06-01,5082.93,18040.37,2111.7
2015-05-29,5070.02,18010.68,2107.4
2015-05-28,5097.98,18126.12,2120.8
2015-05-27,5106.59,18162.99,2123.5
2015-05-26,5032.75,18041.54,2104.2
2015-05-22,5089.36,18232.02,2126.1
2015-05-21,5090.79,18285.74,2130.8
2015-05-20,5071.74,18285.4,2125.8
2015-05-19,5070.03,18312.39,2127.8
2015-05-18,5078.44,18298.88,2129.2
2015-05-15,5048.29,18272.56,2122.7
2015-05-14,5050.8,18252.24,2121.1
2015-05-13,4981.69,18060.49,2098.5
2015-05-12,4976.19,18068.23,2099.1
2015-05-11,4993.57,18105.17,2105.3
2015-05-08,5003.55,18191.11,2116.1
2015-05-07,4945.54,17924.06,2088.0
2015-05-06,4919.64,17841.98,2080.2
2015-05-05,4939.33,17928.2,2089.5
2015-05-04,5016.93,18070.4,2114.5
2015-05-01,5005.39,18024.06,2108.3
2015-04-30,4941.42,17840.52,2085.5
2015-04-29,5023.64,18035.53,2106.8
2015-04-28,5055.42,18110.14,2114.8
2015-04-27,5060.25,18037.97,2108.9
2015-04-24,5092.09,18080.14,2117.7
2015-04-23,5056.06,18058.69,2112.9
2015-04-22,5035.17,18038.27,2108.0
2015-04-21,5014.1,17949.59,2097.3
2015-04-20,4994.6,18034.93,2100.4
2015-04-17,4931.81,17826.3,2081.2
2015-04-16,5007.79,18105.77,2105.0
2015-04-15,5011.02,18112.61,2106.6
2015-04-14,4977.29,18036.7,2095.8
2015-04-13,4988.25,17977.04,2092.4
2015-04-10,4995.98,18057.65,2102.1
2015-04-09,4974.56,17958.73,2091.2
2015-04-08,4950.82,17902.51,2081.9
2015-04-07,4910.23,17875.42,2076.3
2015-04-06,4917.32,17880.85,2080.6
2015-04-02,4886.94,17763.24,2067.0
2015-04-01,4880.23,17698.18,2059.7
2015-03-31,4900.88,17776.12,2067.9
2015-03-30,4947.44,17976.31,2086.2
2015-03-27,4891.22,17712.66,2061.0
2015-03-26,4863.36,17678.23,2056.2
2015-03-25,4876.52,17718.54,2061.1
2015-03-24,4994.73,18011.14,2091.5
2015-03-23,5010.97,18116.04,2104.4
2015-03-20,5026.42,18127.65,2108.1
2015-03-19,4992.38,17959.03,2089.3
2015-03-18,4982.83,18076.19,2099.5
2015-03-17,4937.44,17849.08,2074.3
2015-03-16,4929.51,17977.42,2081.2
2015-03-13,4871.76,17749.31,2053.4
2015-03-12,4893.29,17895.22,2065.9
2015-03-11,4849.94,17635.39,2040.2
2015-03-10,4859.8,17662.94,2044.2
2015-03-09,4942.44,17995.72,2079.4
2015-03-06,4927.37,17856.78,2071.3
2015-03-05,4982.81,18135.72,2101.0
2015-03-04,4967.14,18096.9,2098.5
2015-03-03,4979.9,18203.37,2107.8
2015-03-02,5008.1,18288.63,2117.4
2015-02-27,4963.53,18132.7,2104.5
2015-02-26,4987.89,18214.42,2110.7
2015-02-25,4967.14,18224.57,2113.9
2015-02-24,4968.12,18209.19,2115.5
2015-02-23,4960.97,18116.84,2109.7
2015-02-20,4955.97,18140.44,2110.3
2015-02-19,4924.7,17985.77,2097.4
2015-02-18,4906.36,18029.85,2099.7
2015-02-17,4899.27,18047.58,2100.3
2015-02-13,4893.84,18019.35,2097.0
2015-02-12,4857.61,17972.38,2088.5
2015-02-11,4801.18,17862.14,2068.5
2015-02-10,4787.65,17868.76,2068.6
2015-02-09,4726.01,17729.21,2046.7
2015-02-06,4744.4,17824.29,2055.5
2015-02-05,4765.1,17884.88,2062.5
2015-02-04,4716.7,17673.02,2041.5
2015-02-03,4727.74,17666.4,2050.0
2015-02-02,4676.69,17361.04,2020.8
2015-01-30,4635.24,17164.95,1995.0
2015-01-29,4683.41,17416.85,2021.2
2015-01-28,4637.99,17191.37,2002.2
2015-01-27,4681.5,17387.21,2029.5
2015-01-26,4771.76,17678.7,2057.1
2015-01-23,4757.88,17672.6,2051.8
2015-01-22,4750.4,17813.98,2063.2
2015-01-21,4667.42,17554.28,2032.1
2015-01-20,4654.85,17515.23,2022.5
2015-01-16,4634.38,17511.57,2019.4
2015-01-15,4570.82,17320.71,1992.7
2015-01-14,4639.32,17427.09,2011.3
2015-01-13,4661.5,17613.68,2023.0
2015-01-12,4664.71,17640.84,2028.3
2015-01-09,4704.07,17737.37,2044.8
2015-01-08,4736.19,17907.87,2062.1
2015-01-07,4650.47,17584.52,2025.9
2015-01-06,4592.74,17371.64,2002.6
2015-01-05,4652.57,17501.65,2020.6
2015-01-02,4726.81,17832.99,2058.2
2014-12-31,4736.05,17823.07,2058.9
2014-12-30,4777.44,17983.07,2080.3
2014-12-29,4806.91,18038.23,2090.6
2014-12-26,4806.86,18053.71,2088.8
2014-12-24,4773.47,18030.21,2081.9
2014-12-23,4765.42,18024.17,2082.2
2014-12-22,4781.42,17959.44,2078.5
2014-12-19,4765.38,17804.8,2070.7
2014-12-18,4748.4,17778.15,2061.2
2014-12-17,4644.31,17356.87,2012.9
2014-12-16,4547.83,17068.87,1972.7
2014-12-15,4605.16,17180.84,1989.6
2014-12-12,4653.6,17280.83,2002.3
2014-12-11,4708.16,17596.34,2035.3
2014-12-10,4684.02,17533.15,2026.1
2014-12-09,4766.47,17801.2,2059.8
2014-12-08,4740.69,17852.48,2060.3
2014-12-05,4780.76,17958.79,2075.4
2014-12-04,4769.44,17900.1,2071.9
2014-12-03,4774.47,17912.62,2074.3
2014-12-02,4755.81,17879.55,2066.6
2014-12-01,4727.35,17776.8,2053.4
2014-11-28,4791.63,17828.24,2067.6
2014-11-26,4787.32,17827.75,2072.8
2014-11-25,4758.25,17814.94,2067.0
2014-11-24,4754.89,17817.9,2069.4
2014-11-21,4712.97,17810.06,2063.5
2014-11-20,4701.87,17719.0,2052.8
2014-11-19,4675.71,17685.73,2048.7
2014-11-18,4702.44,17687.82,2051.8
2014-11-17,4671.0,17647.75,2041.3
2014-11-14,4688.54,17634.74,2039.8
2014-11-13,4680.14,17652.79,2039.3
2014-11-12,4675.14,17612.2,2038.2
2014-11-11,4660.56,17614.9,2039.7
2014-11-10,4651.62,17613.74,2038.3
2014-11-07,4632.53,17573.93,2031.9
2014-11-06,4638.47,17554.47,2031.2
2014-11-05,4620.72,17484.53,2023.6
2014-11-04,4623.64,17383.84,2012.1
2014-11-03,4638.91,17366.24,2017.8
2014-10-31,4630.74,17390.52,2018.0
2014-10-30,4566.14,17195.42,1994.7
2014-10-29,4549.23,16974.31,1982.3
2014-10-28,4564.29,17005.75,1985.0
2014-10-27,4485.93,16817.94,1961.6
2014-10-24,4483.72,16805.41,1964.6
2014-10-23,4452.79,16677.9,1950.8
2014-10-22,4382.85,16461.32,1927.1
2014-10-21,4419.48,16614.81,1941.3
2014-10-20,4316.07,16399.67,1904.0
2014-10-17,4258.44,16380.41,1886.8
2014-10-16,4217.39,16117.24,1862.8
2014-10-15,4215.32,16141.74,1862.5
2014-10-14,4227.17,16315.19,1877.7
2014-10-13,4213.66,16321.07,1874.7
2014-10-10,4276.24,16544.1,1906.1
2014-10-09,4378.34,16659.25,1928.2
2014-10-08,4468.59,16994.22,1968.9
2014-10-07,4385.2,16719.39,1935.1
2014-10-06,4454.8,16991.91,1964.8
2014-10-03,4475.62,17009.69,1967.9
2014-10-02,4430.19,16801.05,1946.2
2014-10-01,4422.09,16804.71,1946.2
2014-09-30,4493.39,17042.9,1972.3
2014-09-29,4505.85,17071.22,1977.8
2014-09-26,4512.19,17113.15,1982.8
2014-09-25,4466.75,16945.8,1966.0
2014-09-24,4555.22,17210.06,1998.3
2014-09-23,4508.69,17055.87,1982.8
2014-09-22,4527.69,17172.68,1994.3
2014-09-19,4579.79,17279.74,2010.4
2014-09-18,4593.43,17265.99,2011.4
2014-09-17,4562.19,17156.85,2001.6
2014-09-16,4552.76,17131.97,1999.0
2014-09-15,4518.9,17031.14,1984.1
2014-09-12,4567.6,16987.51,1985.5
2014-09-11,4591.81,17049.0,1997.5
2014-09-10,4586.52,17068.71,1995.7
2014-09-09,4552.28,17013.87,1988.4
2014-09-08,4592.28,17111.42,2001.5
2014-09-05,4582.9,17137.36,2007.7
2014-09-04,4562.29,17069.58,1997.7
2014-09-03,4572.56,17078.28,2000.7
2014-09-02,4598.19,17067.56,2002.3
2014-08-29,4580.27,17098.45,2003.4
2014-08-28,4557.69,17079.57,1996.7
2014-08-27,4569.62,17122.01,2000.1
2014-08-26,4570.64,17106.7,2000.0
2014-08-25,4557.35,17076.87,1997.9
2014-08-22,4538.55,17001.22,1988.4
2014-08-21,4532.1,17039.49,1992.4
2014-08-20,4526.48,16979.13,1986.5
2014-08-19,4527.51,16919.59,1981.6
2014-08-18,4508.31,16838.74,1971.7
2014-08-15,4464.93,16662.91,1955.1
2014-08-14,4453.0,16713.58,1955.2
2014-08-13,4434.12,16651.8,1946.7
2014-08-12,4389.25,16560.54,1933.8
2014-08-11,4401.33,16569.98,1936.9
2014-08-08,4370.9,16553.93,1931.6
2014-08-07,4334.97,16368.27,1909.6
2014-08-06,4355.05,16443.34,1920.2
2014-08-05,4352.84,16429.47,1920.2
2014-08-04,4383.89,16569.28,1939.0
2014-08-01,4352.64,16493.37,1925.2
2014-07-31,4369.77,16563.3,1930.7
2014-07-30,4462.9,16880.36,1970.1
2014-07-29,4442.7,16912.11,1970.0
2014-07-28,4444.91,16982.59,1978.9
2014-07-25,4449.56,16960.57,1978.3
2014-07-24,4472.11,17083.8,1988.0
2014-07-23,4473.7,17086.63,1987.0
2014-07-22,4456.02,17113.54,1983.5
2014-07-21,4424.7,17051.73,1973.6
2014-07-18,4432.15,17100.18,1978.2
2014-07-17,4363.45,16976.81,1958.1
2014-07-16,4425.97,17138.2,1981.6
2014-07-15,4416.39,17060.68,1973.3
2014-07-14,4440.42,17055.42,1977.1
2014-07-11,4415.49,16943.81,1967.6
2014-07-10,4396.2,16915.07,1964.7
2014-07-09,4419.03,16985.61,1972.8
2014-07-08,4391.46,16906.62,1963.7
2014-07-07,4451.53,17024.21,1977.7
2014-07-03,4485.93,17068.26,1985.4
2014-07-02,4457.73,16976.24,1974.6
2014-07-01,4458.65,16956.07,1973.3
2014-06-30,4408.18,16826.6,1960.2
2014-06-27,4397.93,16851.84,1961.0
2014-06-26,4379.05,16846.13,1957.2
2014-06-25,4379.76,16867.51,1959.5
2014-06-24,4350.35,16818.13,1950.0
2014-06-23,4368.68,16937.26,1962.6
2014-06-20,4368.04,16947.08,1962.9
2014-06-19,4359.33,16921.46,1959.5
2014-06-18,4362.84,16906.62,1957.0
2014-06-17,4337.23,16808.49,1942.0
2014-06-16,4321.1,16781.01,1937.8
2014-06-13,4310.65,16775.74,1936.2
2014-06-12,4297.63,16734.19,1930.1
2014-06-11,4331.93,16843.88,1943.9
2014-06-10,4338.0,16945.92,1950.8
2014-06-09,4336.24,16943.1,1951.3
2014-06-06,4321.4,16924.28,1949.4
2014-06-05,4296.23,16836.11,1940.5
2014-06-04,4251.64,16737.53,1927.9
2014-06-03,4234.08,16722.34,1924.2
2014-06-02,4237.2,16743.63,1925.0
2014-05-30,4242.62,16717.17,1923.6
2014-05-29,4247.95,16698.74,1920.0
2014-05-28,4225.07,16633.18,1909.8
2014-05-27,4237.07,16675.5,1911.9
2014-05-23,4185.81,16606.27,1900.5
2014-05-22,4154.34,16543.08,1892.5
2014-05-21,4131.54,16533.06,1888.0
2014-05-20,4096.89,16374.31,1872.8
2014-05-19,4125.81,16511.86,1885.1
2014-05-16,4090.59,16491.31,1877.9
2014-05-15,4069.29,16446.81,1870.8
2014-05-14,4100.63,16613.97,1888.5
2014-05-13,4130.16,16715.44,1897.5
2014-05-12,4143.86,16695.47,1896.7
2014-05-09,4071.87,16583.34,1878.5
2014-05-08,4051.5,16550.97,1875.6
2014-05-07,4067.67,16518.54,1878.2
2014-05-06,4080.76,16401.02,1867.7
2014-05-05,4138.06,16530.55,1884.7
2014-05-02,4123.9,16512.89,1881.1
2014-05-01,4127.45,16558.87,1883.7
2014-04-30,4114.56,16580.84,1884.0
2014-04-29,4103.54,16535.37,1878.3
2014-04-28,4074.4,16448.74,1869.4
2014-04-25,4075.56,16361.46,1863.4
2014-04-24,4148.34,16501.65,1878.6
2014-04-23,4126.97,16501.65,1875.4
